PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
1630162,Anthony Edwards,MIN,23.0,79,2871.0583333333334,2177,721,1612,0.447,320,811,0.395,415,496,0.837,61,389,450,359,91,51,249,150,291
1630264,Anthony Gill,WAS,32.0,51,397.575,129,43,88,0.489,10,31,0.323,33,50,0.66,18,48,66,16,9,2,10,30,-73
1641810,Antonio Reeves,NOP,24.0,44,659.5583333333333,305,113,248,0.456,51,129,0.395,28,35,0.8,18,45,63,39,21,4,30,40,-150
1641709,Ausar Thompson,DET,22.0,59,1327.715,594,246,460,0.535,11,49,0.224,91,142,0.641,111,192,303,134,98,40,80,164,67
1630559,Austin Reaves,LAL,27.0,73,2550.0916666666667,1475,477,1037,0.46,200,531,0.377,321,366,0.877,61,268,329,421,81,22,177,151,195
1630245,Ayo Dosunmu,CHI,25.0,46,1393.8833333333334,566,221,449,0.492,62,189,0.328,62,79,0.785,26,135,161,208,43,18,69,105,-234
1628389,Bam Adebayo,MIA,27.0,78,2673.693333333333,1410,540,1113,0.485,79,221,0.357,251,328,0.765,185,564,749,337,98,53,161,162,27
1631248,Baylor Scheierman,BOS,24.0,31,383.8883333333333,113,39,110,0.355,26,82,0.317,9,12,0.75,19,46,65,33,17,2,12,22,29
1641767,Ben Sheppard,IND,23.0,63,1229.5583333333334,332,120,287,0.418,68,199,0.342,24,27,0.889,44,133,177,85,38,14,22,125,-59
1627732,Ben Simmons,LAC,28.0,51,1119.6933333333334,256,116,223,0.52,0,0,0.0,24,33,0.727,47,194,241,285,38,23,102,107,-56
1631097,Bennedict Mathurin,IND,23.0,72,2149.318333333333,1156,391,853,0.458,98,288,0.34,276,332,0.831,87,296,383,136,47,24,135,162,94
1641731,Bilal Coulibaly,WAS,20.0,59,1947.5066666666667,727,263,624,0.421,63,224,0.281,138,185,0.746,91,203,294,199,78,41,125,139,-587
1631104,Blake Wesley,SAS,22.0,58,683.1066666666667,217,81,186,0.435,17,58,0.293,38,61,0.623,17,44,61,114,37,6,54,46,-9
1626171,Bobby Portis,MIL,30.0,49,1243.68,680,277,595,0.466,65,178,0.365,61,73,0.836,90,321,411,104,35,26,57,94,95
203992,Bogdan Bogdanović,LAC,32.0,54,1347.6583333333333,583,210,492,0.427,105,289,0.363,58,66,0.879,24,135,159,146,41,11,74,127,106
1629626,Bol Bol,PHX,25.0,36,448.48333333333335,244,96,183,0.525,32,93,0.344,20,26,0.769,20,84,104,22,9,25,20,20,-37
203078,Bradley Beal,PHX,32.0,53,1702.1916666666666,902,345,694,0.497,102,264,0.386,110,137,0.803,34,143,177,195,58,28,99,136,-273
1642382,Branden Carlson,OKC,26.0,32,246.40333333333334,122,43,97,0.443,22,66,0.333,14,18,0.778,17,37,54,14,5,21,7,22,41
1641764,Brandin Podziemski,GSW,22.0,64,1716.3483333333334,747,280,629,0.445,115,309,0.372,72,95,0.758,65,260,325,220,69,13,75,95,261
1630527,Brandon Boston,NOP,23.0,42,992.78,448,166,381,0.436,49,140,0.35,67,85,0.788,28,106,134,92,53,9,52,73,-140
1629634,Brandon Clarke,MEM,28.0,64,1206.8616666666667,534,236,380,0.621,1,17,0.059,61,87,0.701,127,199,326,66,52,36,41,145,181
1630314,Brandon Williams,DAL,25.0,33,487.13,275,98,188,0.521,24,60,0.4,55,66,0.833,12,46,58,76,24,5,39,33,10
1641729,Brice Sensabaugh,UTA,21.0,71,1431.9216666666666,772,275,599,0.459,157,372,0.422,65,73,0.89,42,168,210,110,46,8,107,111,-285
201572,Brook Lopez,MIL,37.0,80,2546.07,1041,394,774,0.509,139,373,0.373,114,138,0.826,113,288,401,143,50,148,84,171,134
1628971,Bruce Brown,NOP,28.0,41,921.53,340,130,309,0.421,27,81,0.333,53,65,0.815,40,124,164,84,34,10,39,71,-226
1642267,Bub Carrington,WAS,19.0,82,2457.79,807,300,748,0.401,138,407,0.339,69,85,0.812,33,308,341,364,54,21,141,190,-798
1627741,Buddy Hield,GSW,32.0,82,1862.9883333333332,912,328,786,0.417,203,549,0.37,53,64,0.828,51,213,264,134,69,23,91,132,141
203468,CJ McCollum,NOP,33.0,56,1831.6783333333333,1183,444,1000,0.444,171,459,0.373,124,173,0.717,42,170,212,227,46,24,106,124,-279
1630595,Cade Cunningham,DET,23.0,70,2451.9466666666667,1830,684,1457,0.469,149,418,0.356,313,370,0.846,56,369,425,638,71,53,309,195,175
